,años,fecha,provincia,idprovincia,tmedia,tmin,tmax
1243,2009,abr,ávila,5,8.5,2.7,14.3
1244,2009,may,ávila,5,14.8,7.9,21.6
1245,2009,jun,ávila,5,19.3,12.4,26.2
1246,2009,jul,ávila,5,21.4,14,28.8
1247,2009,ago,ávila,5,22.6,15.3,29.9
1248,2009,sep,ávila,5,17.6,11.6,23.5
1249,2009,oct,ávila,5,14.2,8.1,20.3
1250,2009,nov,ávila,5,8.9,4.6,13.1
1251,2009,dic,ávila,5,4.1,-0.2,8.5
1252,2010,ene,ávila,5,2.9,-0.5,6.3
1253,2010,feb,ávila,5,3.6,-0.4,7.6
1254,2010,mar,ávila,5,5.8,1.4,10.1
1255,2010,abr,ávila,5,11,5.7,16.3
1256,2010,may,ávila,5,12,6.3,17.7
1257,2010,jun,ávila,5,17.3,11.1,23.5
1258,2010,jul,ávila,5,23.3,15.7,30.9
1259,2010,ago,ávila,5,21.8,14.5,29
1260,2010,sep,ávila,5,17.5,11.1,23.9
1261,2010,oct,ávila,5,10.8,4.9,16.6
1262,2010,nov,ávila,5,5.5,1.1,9.9
1263,2010,dic,ávila,5,4.1,-0.2,8.4
1264,2011,ene,ávila,5,3.9,-0.1,7.9
1265,2011,feb,ávila,5,5.2,-0.1,10.5
1266,2011,mar,ávila,5,6.4,2.4,10.5
1267,2011,abr,ávila,5,12.9,7.7,18.1
1268,2011,may,ávila,5,15.6,9.5,21.8
1269,2011,jun,ávila,5,18.5,11.4,25.7
1270,2011,jul,ávila,5,20,12.6,27.5
1271,2011,ago,ávila,5,21.5,14.4,28.6
1272,2011,sep,ávila,5,18.4,11,25.8
1273,2011,oct,ávila,5,13.4,6.4,20.4
1274,2011,nov,ávila,5,8.4,4.5,12.2
1275,2011,dic,ávila,5,4.7,-0.7,10.1
1276,2012,ene,ávila,5,3.3,-2,8.6
1277,2012,feb,ávila,5,1.3,-4.1,6.6
1278,2012,mar,ávila,5,7.6,1.5,13.8
1279,2012,abr,ávila,5,7,2.7,11.3
1280,2012,may,ávila,5,14.8,8.4,21.3
1281,2012,jun,ávila,5,19.3,12,26.5
1282,2012,jul,ávila,5,20.6,12.9,28.4
1283,2012,ago,ávila,5,21.5,14.1,29
1284,2012,sep,ávila,5,16.8,10.2,23.4
1285,2012,oct,ávila,5,11.5,6.1,16.9
1286,2012,nov,ávila,5,6.1,2.6,9.7
1287,2012,dic,ávila,5,4.8,0.2,9.4
1288,2013,ene,ávila,5,4.5,0.1,8.9
1289,2013,feb,ávila,5,3,-1.1,7.1
1290,2013,mar,ávila,5,5.8,1.8,9.8
1291,2013,abr,ávila,5,8.4,3,13.7
1292,2013,may,ávila,5,10.2,4.7,15.8
1293,2013,jun,ávila,5,16.3,9.2,23.4
1294,2013,jul,ávila,5,22.5,15.3,29.8
1295,2013,ago,ávila,5,21.2,13.4,29
1296,2013,sep,ávila,5,17.5,10.9,24
1297,2013,oct,ávila,5,12.7,7.5,17.9
1298,2013,nov,ávila,5,4.9,0.9,9
1299,2013,dic,ávila,5,4,-1.2,9.2
1300,2014,ene,ávila,5,5.3,1.7,8.8
1301,2014,feb,ávila,5,4.3,0.4,8.3
1302,2014,mar,ávila,5,7.6,2.2,13
1303,2014,abr,ávila,5,12.2,6.5,17.9
1304,2014,may,ávila,5,13.6,7.3,19.9
1305,2014,jun,ávila,5,17.5,10.6,24.4
1306,2014,jul,ávila,5,20,13,27.1
1307,2014,ago,ávila,5,20.6,13.4,27.9
1308,2014,sep,ávila,5,17.6,11.7,23.5
1309,2014,oct,ávila,5,15.1,9.5,20.6
1310,2014,nov,ávila,5,8.3,4.9,11.6
1311,2014,dic,ávila,5,3.6,-0.7,7.9
1312,2015,ene,ávila,5,3.4,-1.9,8.7
1313,2015,feb,ávila,5,2.8,-0.6,6.2
1314,2015,mar,ávila,5,7.5,1.9,13
1315,2015,abr,ávila,5,10.7,5.5,16
1316,2015,may,ávila,5,15.4,8.3,22.6
1317,2015,jun,ávila,5,19.9,13,26.7
1318,2015,jul,ávila,5,24.4,16.9,31.8
1319,2015,ago,ávila,5,21.2,14.2,28.2
1320,2015,sep,ávila,5,16.3,9.8,22.8
1321,2015,oct,ávila,5,12.2,7.6,16.9
1322,2015,nov,ávila,5,9.2,3.2,15.2
1323,2015,dic,ávila,5,7.8,2.6,13
1324,2000,ene,badajoz,6,6,0,12
1325,2000,feb,badajoz,6,11,4.6,17.5
1326,2000,mar,badajoz,6,13.2,5.7,20.7
1327,2000,abr,badajoz,6,12.6,7.7,17.6
1328,2000,may,badajoz,6,19.2,13,25.4
1329,2000,jun,badajoz,6,23.9,15.6,32.3
1330,2000,jul,badajoz,6,24.6,16.4,32.8
1331,2000,ago,badajoz,6,24.7,16.6,32.8
1332,2000,sep,badajoz,6,22.5,14.4,30.6
1333,2000,oct,badajoz,6,16.7,9.5,23.9
1334,2000,nov,badajoz,6,11.3,6.3,16.3
1335,2000,dic,badajoz,6,9.8,5.6,14.1
1336,2001,ene,badajoz,6,9.6,6.2,13.1
1337,2001,feb,badajoz,6,10.7,5.3,16
1338,2001,mar,badajoz,6,14,8.9,19.2
1339,2001,abr,badajoz,6,15,7.6,22.4
1340,2001,may,badajoz,6,18.7,11.6,25.8
1341,2001,jun,badajoz,6,24.5,15.8,33.2
1342,2001,jul,badajoz,6,24.7,16.3,33.1
1343,2001,ago,badajoz,6,25.7,18.2,33.2
1344,2001,sep,badajoz,6,22.7,16,29.4
1345,2001,oct,badajoz,6,18.4,13.4,23.4
1346,2001,nov,badajoz,6,9.9,4.3,15.5
1347,2001,dic,badajoz,6,7.3,2.3,12.3
1348,2002,ene,badajoz,6,8.9,4.2,13.5
1349,2002,feb,badajoz,6,10.4,4.1,16.7
1350,2002,mar,badajoz,6,12.7,6.7,18.8
1351,2002,abr,badajoz,6,14.9,8.1,21.6
1352,2002,may,badajoz,6,17.8,10.4,25.1
1353,2002,jun,badajoz,6,23.8,15.4,32.3
1354,2002,jul,badajoz,6,25.3,16.8,33.9
1355,2002,ago,badajoz,6,24.3,16.4,32.2
1356,2002,sep,badajoz,6,21.3,15.2,27.4
1357,2002,oct,badajoz,6,18,12.4,23.7
1358,2002,nov,badajoz,6,12.9,8.3,17.5
1359,2002,dic,badajoz,6,10.8,6.8,14.9
1360,2003,ene,badajoz,6,7.6,2.3,13
1361,2003,feb,badajoz,6,8.7,3.7,13.8
1362,2003,mar,badajoz,6,13.4,7.8,19.1
1363,2003,abr,badajoz,6,14.6,8.5,20.6
1364,2003,may,badajoz,6,19.8,12.2,27.3
1365,2003,jun,badajoz,6,24.7,17.3,32.2
1366,2003,jul,badajoz,6,24.6,16.3,32.8
1367,2003,ago,badajoz,6,27.8,20.2,35.3
1368,2003,sep,badajoz,6,23.1,15.9,30.2
1369,2003,oct,badajoz,6,16.5,11.9,21.1
1370,2003,nov,badajoz,6,12.4,8.2,16.4
1371,2003,dic,badajoz,6,8.2,4.3,12.2
1372,2004,ene,badajoz,6,8.2,4.2,12.3
1373,2004,feb,badajoz,6,10,5.1,14.9
1374,2004,mar,badajoz,6,11.1,5.7,16.5
1375,2004,abr,badajoz,6,13.7,7,20.4
1376,2004,may,badajoz,6,17.1,11.3,23
1377,2004,jun,badajoz,6,26.3,18.5,34
1378,2004,jul,badajoz,6,26.3,18,34.6
1379,2004,ago,badajoz,6,25,17.6,32.3
1380,2004,sep,badajoz,6,23.2,15.2,31.3
1381,2004,oct,badajoz,6,18,12.1,23.8
1382,2004,nov,badajoz,6,11,4.8,17.2
1383,2004,dic,badajoz,6,7.9,2.9,13
1384,2005,ene,badajoz,6,6.3,-1,13.6
1385,2005,feb,badajoz,6,6.9,-0.2,14
1386,2005,mar,badajoz,6,13.2,6.7,19.7
1387,2005,abr,badajoz,6,16,9,23
1388,2005,may,badajoz,6,20,13,27
1389,2005,jun,badajoz,6,25.7,18,33.4
1390,2005,jul,badajoz,6,26.4,18.4,34.3
1391,2005,ago,badajoz,6,26.6,18.7,34.6
1392,2005,sep,badajoz,6,22.3,14.6,30
1393,2005,oct,badajoz,6,17.8,11.9,23.7
1394,2005,nov,badajoz,6,10.9,5.6,16.2
1395,2005,dic,badajoz,6,8.3,3.2,13.5
1396,2006,ene,badajoz,6,7.1,2.1,12
1397,2006,feb,badajoz,6,8.4,2.7,14.1
1398,2006,mar,badajoz,6,12.5,6.8,18.3
1399,2006,abr,badajoz,6,17,10.2,23.8
1400,2006,may,badajoz,6,21.4,13.8,29.1
1401,2006,jun,badajoz,6,24.5,17,32.1
1402,2006,jul,badajoz,6,27.9,19.7,36.1
1403,2006,ago,badajoz,6,27.4,18.7,36.2
1404,2006,sep,badajoz,6,24.5,17.1,31.9
1405,2006,oct,badajoz,6,19.6,13.9,25.3
1406,2006,nov,badajoz,6,14.9,10.9,18.9
1407,2006,dic,badajoz,6,8.4,3.3,13.6
1408,2007,ene,badajoz,6,7.3,3,11.5
1409,2007,feb,badajoz,6,11.3,6.9,15.8
1410,2007,mar,badajoz,6,12,5.4,18.6
1411,2007,abr,badajoz,6,14.8,9.3,20.2
1412,2007,may,badajoz,6,18.7,11.9,25.5
1413,2007,jun,badajoz,6,22.4,15.2,29.6
1414,2007,jul,badajoz,6,26.2,17.4,35
1415,2007,ago,badajoz,6,25.5,17.5,33.6
1416,2007,sep,badajoz,6,24.3,17.1,31.5
1417,2007,oct,badajoz,6,17.8,11.5,24
1418,2007,nov,badajoz,6,11.7,4.3,19.2
1419,2007,dic,badajoz,6,7.5,2.8,12.1
1420,2008,ene,badajoz,6,9.6,4.3,14.9
1421,2008,feb,badajoz,6,12,6.8,17.2
1422,2008,mar,badajoz,6,12.7,5.5,19.8
1423,2008,abr,badajoz,6,15.9,9.2,22.6
1424,2008,may,badajoz,6,17.7,11.5,23.8
1425,2008,jun,badajoz,6,23.9,15.9,31.8
1426,2008,jul,badajoz,6,25.5,17.3,33.7
1427,2008,ago,badajoz,6,25.8,17.2,34.4
1428,2008,sep,badajoz,6,22.2,15.5,29
1429,2008,oct,badajoz,6,17,11.1,22.8
1430,2008,nov,badajoz,6,10.4,4.2,16.5
1431,2008,dic,badajoz,6,8,3.6,12.4
1432,2009,ene,badajoz,6,8.3,4.5,12
1433,2009,feb,badajoz,6,10.1,4.3,15.9
1434,2009,mar,badajoz,6,14.5,7.2,21.9
1435,2009,abr,badajoz,6,14.5,7.4,21.5
1436,2009,may,badajoz,6,20.8,13.1,28.6
1437,2009,jun,badajoz,6,25,17.9,32.2
1438,2009,jul,badajoz,6,25.8,17.2,34.3
1439,2009,ago,badajoz,6,27.2,19.2,35.3
1440,2009,sep,badajoz,6,23.5,17,30.1
1441,2009,oct,badajoz,6,19.9,13.1,26.7
1442,2009,nov,badajoz,6,14.2,8.7,19.8
1443,2009,dic,badajoz,6,9.5,5.6,13.4
1444,2010,ene,badajoz,6,8.7,5.2,12.1
1445,2010,feb,badajoz,6,9.9,5.9,14
1446,2010,mar,badajoz,6,12.2,7.2,17.2
1447,2010,abr,badajoz,6,16.9,10.9,22.8
1448,2010,may,badajoz,6,18.6,11.8,25.4
1449,2010,jun,badajoz,6,23.6,16.3,30.8
1450,2010,jul,badajoz,6,28.5,19.9,37
1451,2010,ago,badajoz,6,28.4,20.3,36.4
1452,2010,sep,badajoz,6,23.8,16.5,31.1
1453,2010,oct,badajoz,6,17.1,10.8,23.5
1454,2010,nov,badajoz,6,11.4,6.6,16.2
1455,2010,dic,badajoz,6,10.1,6.6,13.6
1456,2011,ene,badajoz,6,9.3,5.7,12.9
1457,2011,feb,badajoz,6,10.3,4.1,16.6
1458,2011,mar,badajoz,6,12.8,7.5,18.1
1459,2011,abr,badajoz,6,18.8,12.4,25.1
1460,2011,may,badajoz,6,21.9,15.3,28.5
1461,2011,jun,badajoz,6,24.2,16.1,32.3
1462,2011,jul,badajoz,6,25.9,17.4,34.4
1463,2011,ago,badajoz,6,26.3,18.4,34.2
1464,2011,sep,badajoz,6,23.7,15.6,31.9
1465,2011,oct,badajoz,6,20.5,12.5,28.4
1466,2011,nov,badajoz,6,13.7,8.8,18.6
1467,2011,dic,badajoz,6,8,3.1,12.9
1468,2012,ene,badajoz,6,7.8,1.4,14.3
1469,2012,feb,badajoz,6,7,-1,14.9
1470,2012,mar,badajoz,6,14.1,6.5,21.6
1471,2012,abr,badajoz,6,13.6,8,19.2
1472,2012,may,badajoz,6,21.2,14.1,28.3
1473,2012,jun,badajoz,6,24.6,16.9,32.4
1474,2012,jul,badajoz,6,26,17.4,34.7
1475,2012,ago,badajoz,6,26.4,18.4,34.5
1476,2012,sep,badajoz,6,23.3,16.6,30
1477,2012,oct,badajoz,6,17.8,12.1,23.6
1478,2012,nov,badajoz,6,12.9,8.6,17.1
1479,2012,dic,badajoz,6,9.3,5.3,13.3
1480,2013,ene,badajoz,6,8.9,4.8,13.1
1481,2013,feb,badajoz,6,8.7,3.2,14.2
1482,2013,mar,badajoz,6,11.9,7.7,16.2
1483,2013,abr,badajoz,6,15.4,9.3,21.5
1484,2013,may,badajoz,6,18.1,10.8,25.4
1485,2013,jun,badajoz,6,23.5,15.8,31.2
1486,2013,jul,badajoz,6,27.5,19.2,35.8
1487,2013,ago,badajoz,6,27.5,18.9,36
1488,2013,sep,badajoz,6,24.7,17.2,32.3
1489,2013,oct,badajoz,6,19.1,13,25.2
1490,2013,nov,badajoz,6,10.9,4.9,16.8
1491,2013,dic,badajoz,6,8.9,2.8,15
1492,2014,ene,badajoz,6,10.5,6.3,14.7
1493,2014,feb,badajoz,6,10.1,5.9,14.4
1494,2014,mar,badajoz,6,13,6.8,19.2
1495,2014,abr,badajoz,6,17.5,11.2,23.9
1496,2014,may,badajoz,6,20.7,12.8,28.5
1497,2014,jun,badajoz,6,23.6,16,31.2
1498,2014,jul,badajoz,6,25.6,17.4,33.7
1499,2014,ago,badajoz,6,25.7,17.1,34.3
1500,2014,sep,badajoz,6,23.5,17.2,29.7
1501,2014,oct,badajoz,6,20.5,14,27
1502,2014,nov,badajoz,6,13.9,9.5,18.2
1503,2014,dic,badajoz,6,8.6,3.8,13.5
1504,2015,ene,badajoz,6,7.2,1.3,13.1
1505,2015,feb,badajoz,6,9.2,3.6,14.7
1506,2015,mar,badajoz,6,13.7,6.6,20.7
1507,2015,abr,badajoz,6,17.3,11.3,23.2
1508,2015,may,badajoz,6,22.8,14.7,30.8
1509,2015,jun,badajoz,6,25.7,17.9,33.5
1510,2015,jul,badajoz,6,28.3,19.2,37.5
1511,2015,ago,badajoz,6,26.6,18.6,34.6
1512,2015,sep,badajoz,6,22.5,15.2,29.9
1513,2015,oct,badajoz,6,18.9,13.9,23.9
1514,2015,nov,badajoz,6,12.9,6.5,19.2
1515,2015,dic,badajoz,6,11.6,6.4,16.8
1516,2000,ene,barcelona,8,9.8,6.3,13.2
1517,2000,feb,barcelona,8,12.6,9.5,15.6
1518,2000,mar,barcelona,8,13.4,10.6,16.2
1519,2000,abr,barcelona,8,14.6,11.9,17.3
1520,2000,may,barcelona,8,18.7,16.6,20.9
1521,2000,jun,barcelona,8,21.4,19.1,23.6
1522,2000,jul,barcelona,8,23.3,21.1,25.4
1523,2000,ago,barcelona,8,25,22.6,27.5
1524,2000,sep,barcelona,8,22.1,19.7,24.6
1525,2000,oct,barcelona,8,17.9,15.5,20.4
1526,2000,nov,barcelona,8,14.2,11.5,17
1527,2000,dic,barcelona,8,13.4,10.7,16.1
1528,2001,ene,barcelona,8,12.2,9.4,15
1529,2001,feb,barcelona,8,11.7,8.8,14.6
1530,2001,mar,barcelona,8,16.2,12.8,19.5
1531,2001,abr,barcelona,8,14.7,12.1,17.4
1532,2001,may,barcelona,8,18,15.6,20.5
1533,2001,jun,barcelona,8,21.7,19.7,23.8
1534,2001,jul,barcelona,8,23.9,21.6,26.1
1535,2001,ago,barcelona,8,25.6,23.7,27.5
1536,2001,sep,barcelona,8,21.1,18.5,23.6
1537,2001,oct,barcelona,8,20.8,18,23.6
1538,2001,nov,barcelona,8,13.4,10.2,16.6
1539,2001,dic,barcelona,8,9.2,5.9,12.4
1540,2002,ene,barcelona,8,11,8.2,13.8
1541,2002,feb,barcelona,8,12.4,9.2,15.5
1542,2002,mar,barcelona,8,13.8,11.3,16.2
1543,2002,abr,barcelona,8,15.1,12.7,17.5
1544,2002,may,barcelona,8,16.7,14.1,19.3
1545,2002,jun,barcelona,8,22.3,19.6,25
1546,2002,jul,barcelona,8,23.8,21.6,26
1547,2002,ago,barcelona,8,23.2,20.7,25.7
1548,2002,sep,barcelona,8,21.7,19.1,24.3
1549,2002,oct,barcelona,8,19.2,16.4,22
1550,2002,nov,barcelona,8,15.7,12.7,18.6
1551,2002,dic,barcelona,8,13,10.3,15.8
1552,2003,ene,barcelona,8,10.9,7.7,14.1
1553,2003,feb,barcelona,8,9.9,7.4,12.4
1554,2003,mar,barcelona,8,13,10.4,15.6
1555,2003,abr,barcelona,8,14.5,12,17.1
1556,2003,may,barcelona,8,18,15.7,20.3
1557,2003,jun,barcelona,8,23.9,21.6,26.2
1558,2003,jul,barcelona,8,25.9,23.9,27.9
1559,2003,ago,barcelona,8,27.1,24.6,29.5
1560,2003,sep,barcelona,8,21.9,19.4,24.4
1561,2003,oct,barcelona,8,17.3,14.9,19.8
1562,2003,nov,barcelona,8,15.1,12.4,17.8
1563,2003,dic,barcelona,8,11.5,8.5,14.4
1564,2004,ene,barcelona,8,11.9,8.6,15.1
1565,2004,feb,barcelona,8,10.3,7.4,13.1
1566,2004,mar,barcelona,8,11.6,9.1,14.2
1567,2004,abr,barcelona,8,13.8,11.2,16.3
1568,2004,may,barcelona,8,15.9,13.6,18.2
1569,2004,jun,barcelona,8,21.6,19.5,23.8
1570,2004,jul,barcelona,8,22.6,20.5,24.7
1571,2004,ago,barcelona,8,24.1,21.8,26.4
1572,2004,sep,barcelona,8,21.2,18.8,23.6
1573,2004,oct,barcelona,8,18.8,16.1,21.6
1574,2004,nov,barcelona,8,11.6,8.3,15
1575,2004,dic,barcelona,8,11.2,8.2,14.1
1576,2005,ene,barcelona,8,9.3,5.6,13
1577,2005,feb,barcelona,8,8.6,5.7,11.6
1578,2005,mar,barcelona,8,11.2,8.6,13.8
1579,2005,abr,barcelona,8,14.8,12.1,17.5
1580,2005,may,barcelona,8,18.6,16.3,20.9
1581,2005,jun,barcelona,8,23.5,21.3,25.8
1582,2005,jul,barcelona,8,25,23.2,27
1583,2005,ago,barcelona,8,23.8,21.5,26.1
1584,2005,sep,barcelona,8,21.8,19,24.6
1585,2005,oct,barcelona,8,19.4,17,21.8
1586,2005,nov,barcelona,8,13.6,11,16.2
1587,2005,dic,barcelona,8,9.7,6.5,13
1588,2006,ene,barcelona,8,10.2,7.4,13.1
1589,2006,feb,barcelona,8,11.2,7.8,14.5
1590,2006,abr,barcelona,8,16.7,13.9,19.5
1591,2006,may,barcelona,8,18.8,16.3,21.2
1592,2006,jun,barcelona,8,22.3,20,24.6
1593,2006,jul,barcelona,8,26.7,24.3,29.1
1594,2006,ago,barcelona,8,24.3,21.7,26.9
1595,2006,sep,barcelona,8,23,20.4,25.7
1596,2006,oct,barcelona,8,20.6,17.9,23.4
1597,2006,nov,barcelona,8,16.8,13.7,19.8
1598,2006,dic,barcelona,8,12.1,8.7,15.4
1599,2007,ene,barcelona,8,12.1,8.6,15.6
1600,2007,feb,barcelona,8,13.5,10.1,16.9
1601,2007,mar,barcelona,8,13.7,9.9,17.5
1602,2007,abr,barcelona,8,15.9,13.7,18.2
1603,2007,may,barcelona,8,19,15.9,22
1604,2007,jun,barcelona,8,21.8,19.5,24.1
1605,2007,jul,barcelona,8,23.8,21.7,25.9
1606,2007,ago,barcelona,8,23.6,21.2,26.1
1607,2007,sep,barcelona,8,22,19.7,24.4
1608,2007,oct,barcelona,8,18.5,15.7,21.4
1609,2007,nov,barcelona,8,13.2,9.7,16.7
1610,2007,dic,barcelona,8,11.8,8.2,15.4
1611,2008,ene,barcelona,8,12.3,9.4,15.3
1612,2008,feb,barcelona,8,12.2,9.6,14.8
1613,2008,mar,barcelona,8,12.8,9.7,16
1614,2008,abr,barcelona,8,15,12.1,18
1615,2008,may,barcelona,8,17.7,15.4,20
1616,2008,jun,barcelona,8,21.4,18.8,24
1617,2008,jul,barcelona,8,24.3,22.1,26.6
1618,2008,ago,barcelona,8,25.2,23,27.3
1619,2008,sep,barcelona,8,22,19.5,24.4
1620,2008,oct,barcelona,8,18.3,15.5,21
1621,2008,nov,barcelona,8,13.3,10.2,16.4
1622,2008,dic,barcelona,8,10.7,8,13.4
1623,2009,ene,barcelona,8,10.3,7.2,13.5
1624,2009,feb,barcelona,8,11.2,8.3,14.1
1625,2009,mar,barcelona,8,12.8,10,15.6
1626,2009,abr,barcelona,8,14.8,11.9,17.7
1627,2009,may,barcelona,8,18.9,16.4,21.4
1628,2009,jun,barcelona,8,22.7,20.1,25.2
1629,2009,jul,barcelona,8,24.9,22.5,27.2
1630,2009,ago,barcelona,8,25.9,23.6,28.2
1631,2009,sep,barcelona,8,22.3,19.8,24.9
1632,2009,oct,barcelona,8,19.3,16.5,22.1
1633,2009,nov,barcelona,8,15.4,12.3,18.5
1634,2009,dic,barcelona,8,11.7,8.9,14.4
1635,2010,ene,barcelona,8,9.4,7,11.8
1636,2010,feb,barcelona,8,10.5,7.6,13.4
1637,2010,mar,barcelona,8,11.5,8.8,14.2
1638,2010,abr,barcelona,8,14.4,11.9,16.8
1639,2010,may,barcelona,8,17.3,14.6,19.9
1640,2010,jun,barcelona,8,20.9,18.5,23.3
1641,2010,jul,barcelona,8,25.4,23.2,27.6
1642,2010,ago,barcelona,8,24.6,22.2,27.1
1643,2010,sep,barcelona,8,22.6,20,25.1
1644,2010,oct,barcelona,8,18,15,21
1645,2010,nov,barcelona,8,13.8,10.7,16.9
1646,2010,dic,barcelona,8,10.9,7.8,14
1647,2011,ene,barcelona,8,10.6,7.6,13.7
1648,2011,feb,barcelona,8,11.9,8.7,15.1
1649,2011,mar,barcelona,8,12.8,10.3,15.3
1650,2011,abr,barcelona,8,16.9,14.2,19.5
1651,2011,may,barcelona,8,19.3,16.7,21.9
1652,2011,jun,barcelona,8,21.3,19,23.7
1653,2011,jul,barcelona,8,23.3,21,25.6
1654,2011,ago,barcelona,8,25,22.6,27.4
1655,2011,sep,barcelona,8,23.5,20.8,26.1
1656,2011,oct,barcelona,8,19.9,16.7,23.1
1657,2011,nov,barcelona,8,17.4,15.3,19.5
1658,2011,dic,barcelona,8,12.1,8.5,15.7
1659,2012,ene,barcelona,8,10.8,7.6,14.1
1660,2012,feb,barcelona,8,8.6,5.2,12.1
1661,2012,mar,barcelona,8,13.3,10.1,16.6
1662,2012,abr,barcelona,8,15,12.4,17.6
1663,2012,may,barcelona,8,18.8,15.9,21.7
1664,2012,jun,barcelona,8,22.9,20.5,25.3
1665,2012,jul,barcelona,8,24.1,21.9,26.2
1666,2012,ago,barcelona,8,26.1,23.6,28.6
1667,2012,sep,barcelona,8,22.9,20.1,25.6
1668,2012,oct,barcelona,8,19.2,16.4,22
1669,2012,nov,barcelona,8,14.8,12.1,17.5
1670,2012,dic,barcelona,8,12.5,9.4,15.5
1671,2013,ene,barcelona,8,11.6,8.4,14.8
1672,2013,feb,barcelona,8,10.2,7.3,13.1
1673,2013,mar,barcelona,8,13.4,10.6,16.2
1674,2013,abr,barcelona,8,15.1,12.2,18.1
1675,2013,may,barcelona,8,16.5,13.8,19.3
1676,2013,jun,barcelona,8,20.9,18.3,23.4
1677,2013,jul,barcelona,8,25.3,22.8,27.7
1678,2013,ago,barcelona,8,25.1,22.7,27.6
1679,2013,sep,barcelona,8,22.8,20.1,25.5
1680,2013,oct,barcelona,8,20.9,18.2,23.5
1681,2013,nov,barcelona,8,14.7,11.7,17.6
1682,2013,dic,barcelona,8,11.8,8.5,15.1
1683,2014,ene,barcelona,8,12.3,9.4,15.1
1684,2014,feb,barcelona,8,12.6,9.4,15.9
1685,2014,mar,barcelona,8,13.5,10.4,16.7
1686,2014,abr,barcelona,8,16.7,14,19.5
1687,2014,may,barcelona,8,17.8,15.4,20.2
1688,2014,jun,barcelona,8,22.3,19.6,25
1689,2014,jul,barcelona,8,24,21.4,26.7
1690,2014,ago,barcelona,8,24.6,22.5,26.6
1691,2014,sep,barcelona,8,23.3,20.9,25.8
1692,2014,oct,barcelona,8,21,17.9,24.1
1693,2014,nov,barcelona,8,16.6,13.7,19.5
1694,2014,dic,barcelona,8,12.2,8.8,15.5
1695,2015,ene,barcelona,8,11.6,8,15.2
1696,2015,feb,barcelona,8,10.6,7.4,13.9
1697,2015,mar,barcelona,8,13.5,10.7,16.3
1698,2015,abr,barcelona,8,15.4,12.7,18.1
1699,2015,may,barcelona,8,19.3,16.3,22.3
1700,2015,jun,barcelona,8,23.4,20.7,26
1701,2015,jul,barcelona,8,26.4,24.3,28.6
1702,2015,ago,barcelona,8,25.1,22.4,27.8
1703,2015,sep,barcelona,8,21.7,19.2,24.2
1704,2015,oct,barcelona,8,18.7,15.8,21.5
1705,2015,nov,barcelona,8,15.5,11.8,19.2
1706,2015,dic,barcelona,8,13.7,10.3,17.1
1707,2000,ene,burgos,9,2.6,-2.9,8.2
1708,2000,feb,burgos,9,7.9,0.6,15.2
1709,2000,mar,burgos,9,7.8,0.2,15.4
1710,2000,abr,burgos,9,9.3,3.9,14.7
1711,2000,may,burgos,9,14.9,7.1,22.7
1712,2000,jun,burgos,9,17.7,8.9,26.4
1713,2000,jul,burgos,9,18.7,9.9,27.5
1714,2000,ago,burgos,9,19.4,10.6,28.1
1715,2000,sep,burgos,9,17.5,8.4,26.6
1716,2000,oct,burgos,9,12,5.3,18.6
1717,2000,nov,burgos,9,7.8,2.6,12.9
1718,2000,dic,burgos,9,8.9,5,12.8
1719,2001,ene,burgos,9,7.5,3.6,11.3
1720,2001,feb,burgos,9,6.6,1.4,11.8
1721,2001,mar,burgos,9,12.1,7.3,16.9
1722,2001,abr,burgos,9,10,3.8,16.3
1723,2001,may,burgos,9,13.8,6.7,21
1724,2001,jun,burgos,9,17.9,8.7,27
1725,2001,jul,burgos,9,19,12.1,26
1726,2001,ago,burgos,9,20.8,12.7,28.9
1727,2001,sep,burgos,9,14.9,7.4,22.4
1728,2001,oct,burgos,9,14.8,8.3,21.3
1729,2001,nov,burgos,9,5.9,1.2,10.7
1730,2001,dic,burgos,9,1.3,-3.6,6.2
1731,2002,ene,burgos,9,6.1,1.3,10.8
1732,2002,feb,burgos,9,7.8,2.6,12.9
1733,2002,mar,burgos,9,9.4,3.2,15.7
1734,2002,abr,burgos,9,9.9,2.8,17.1
1735,2002,may,burgos,9,12.5,6.3,18.8
1736,2002,jun,burgos,9,17.1,10,24.2
1737,2002,jul,burgos,9,18.1,9.8,26.3
1738,2002,ago,burgos,9,17.9,11.2,24.7
1739,2002,sep,burgos,9,15.9,8.2,23.6
1740,2002,oct,burgos,9,13.5,8.1,18.9
1741,2002,nov,burgos,9,10.2,6.3,14.1
1742,2002,dic,burgos,9,8.5,5.1,12
1743,2003,ene,burgos,9,5.3,1.1,9.5
1744,2003,feb,burgos,9,5.1,0.8,9.5
1745,2003,mar,burgos,9,10,2.8,17.2
1746,2003,abr,burgos,9,11,4.9,17.1
1747,2003,may,burgos,9,13.5,5.7,21.2
1748,2003,jun,burgos,9,20.8,13,28.7
1749,2003,jul,burgos,9,20.3,12.6,28
1750,2003,ago,burgos,9,23.4,14.6,32.3
1751,2003,sep,burgos,9,17.9,10.3,25.4
1752,2003,oct,burgos,9,12.3,7.5,17.1
1753,2003,nov,burgos,9,9.1,4,14.2
1754,2003,dic,burgos,9,6.3,2.3,10.2
1755,2004,ene,burgos,9,7.2,3.2,11.1
1756,2004,feb,burgos,9,5.3,-0.3,10.9
1757,2004,mar,burgos,9,6.4,1,11.9
