Años;FECHA;Provincia;Idprovincia;Promedio de TMEDIA;Promedio de TMIN;Promedio de TMAX
2004;mar;jaén;23;11,2;7,5;14,9
2004;abr;jaén;23;13,7;9,4;17,8
2004;may;jaén;23;15,7;11,6;19,8
2004;jun;jaén;23;25,6;20;31,2
2004;jul;jaén;23;27,4;21,7;33,2
2004;ago;jaén;23;26,8;21,5;32,1
2004;sep;jaén;23;23,7;18,5;29
2004;oct;jaén;23;17,9;14;21,8
2004;nov;jaén;23;11,8;7,9;15,6
2004;dic;jaén;23;8,6;5,3;11,8
2005;ene;jaén;23;7,9;3,1;12,6
2005;feb;jaén;23;7,1;3,2;11,1
2005;mar;jaén;23;12,5;8,3;16,7
2005;abr;jaén;23;15,5;10,3;20,6
2005;may;jaén;23;20,6;15,1;26,1
2005;jun;jaén;23;26,4;20,4;32,3
2005;jul;jaén;23;27,9;21,8;34
2005;ago;jaén;23;27,3;21,2;33,3
2005;sep;jaén;23;22,2;17,2;27,2
2005;oct;jaén;23;17,9;14;21,8
2005;nov;jaén;23;10,7;7,4;14
2005;dic;jaén;23;8,7;5,7;11,7
2006;ene;jaén;23;6,9;4;9,9
2006;feb;jaén;23;8,5;5;12
2006;mar;jaén;23;12,6;8,7;16,5
2006;abr;jaén;23;16,2;11,6;20,9
2006;may;jaén;23;20,9;15,8;25,9
2006;jun;jaén;23;24,1;18,5;29,8
2006;jul;jaén;23;28,6;22,6;34,7
2006;ago;jaén;23;26,8;21,1;32,4
2006;sep;jaén;23;23,3;18,4;28,2
2006;oct;jaén;23;20,1;16;24,1
2006;nov;jaén;23;14,3;11,2;17,3
2006;dic;jaén;23;8,6;5,4;11,8
2007;ene;jaén;23;9,3;5,5;13,2
2007;feb;jaén;23;11;8,1;13,9
2007;mar;jaén;23;11,6;7,4;15,8
2007;abr;jaén;23;13;9,2;16,8
2007;may;jaén;23;18;13,4;22,7
2007;jun;jaén;23;22,4;17;27,7
2007;jul;jaén;23;27,6;21,5;33,7
2007;ago;jaén;23;26,8;21;32,6
2007;sep;jaén;23;23;18,1;28
2007;oct;jaén;23;17,5;13,3;21,7
2007;nov;jaén;23;12,8;8,4;17,2
2007;dic;jaén;23;9,8;6,3;13,4
2008;ene;jaén;23;10,4;6,9;14
2008;feb;jaén;23;12,6;9;16,2
2008;mar;jaén;23;12,5;7,9;17,1
2008;abr;jaén;23;15,6;11,1;20,1
2008;may;jaén;23;17;13,1;20,9
2008;jun;jaén;23;24,1;18,3;29,8
2008;jul;jaén;23;26,8;20,8;32,8
2008;ago;jaén;23;27,5;21,7;33,2
2008;sep;jaén;23;21,7;17,1;26,2
2008;oct;jaén;23;16,8;12,8;20,7
2008;nov;jaén;23;10,1;6,8;13,3
2008;dic;jaén;23;8,1;4,9;11,2
2009;ene;jaén;23;7,3;4,4;10,1
2009;feb;jaén;23;10,1;6,3;14
2009;mar;jaén;23;14;9,6;18,3
2009;abr;jaén;23;13,3;8,8;17,7
2009;may;jaén;23;20,4;14,7;26
2009;jun;jaén;23;24,9;19,3;30,5
2009;jul;jaén;23;28,2;22,1;34,3
2009;ago;jaén;23;28,1;21,9;34,2
2009;sep;jaén;23;22,3;17,7;26,8
2009;oct;jaén;23;20,4;15,7;25,1
2009;nov;jaén;23;14,2;10,3;18,2
2009;dic;jaén;23;9,7;6,1;13,2
2010;ene;jaén;23;8;5,1;10,8
2010;feb;jaén;23;9,3;6,2;12,3
2010;mar;jaén;23;11,4;7,4;15,4
2010;abr;jaén;23;16,3;11,7;20,9
2010;may;jaén;23;18;13;22,9
2010;jun;jaén;23;21,8;16,5;27
2010;jul;jaén;23;29,2;23,1;35,3
2010;ago;jaén;23;28,9;23,3;34,4
2010;sep;jaén;23;23,5;18,5;28,5
2010;oct;jaén;23;16,5;12,1;20,8
2010;nov;jaén;23;10,8;7,8;13,7
2010;dic;jaén;23;9,9;6,4;13,4
2011;ene;jaén;23;9;5,9;12,1
2011;feb;jaén;23;10;6,2;13,7
2011;mar;jaén;23;11,8;8,2;15,4
2011;abr;jaén;23;18,3;13,5;23,1
2011;may;jaén;23;20,3;15,6;25,1
2011;jun;jaén;23;24,2;19;29,4
2011;jul;jaén;23;26,5;21;31,9
2011;ago;jaén;23;27,2;21,4;33,2
2011;sep;jaén;23;23,9;18,7;29
2011;oct;jaén;23;19,9;15,4;24,5
2011;nov;jaén;23;12,8;9,6;16,1
2011;dic;jaén;23;9,6;6;13,3
2012;ene;jaén;23;9,2;5,4;13,1
2012;feb;jaén;23;7,1;2,3;11,9
2012;mar;jaén;23;13,3;8,5;18,1
2012;abr;jaén;23;12,8;8,3;17,2
2012;may;jaén;23;21,3;14,8;27,8
2012;jun;jaén;23;26,1;19,2;33
2012;jul;jaén;23;27,6;20,3;34,8
2012;ago;jaén;23;28,9;21,9;35,8
2012;sep;jaén;23;23;17,2;28,7
2012;oct;jaén;23;17,1;12,6;21,6
2012;nov;jaén;23;12;8,7;15,2
2012;dic;jaén;23;9,3;5,7;13
2013;ene;jaén;23;8,5;5;12
2013;feb;jaén;23;8,1;3,9;12,3
2013;mar;jaén;23;11,2;7,4;15
2013;abr;jaén;23;14,4;9,2;19,5
2013;may;jaén;23;16,3;10,6;22,1
2013;jun;jaén;23;22,9;16,5;29,3
2013;jul;jaén;23;27,3;20,4;34,2
2013;ago;jaén;23;27,6;21;34,3
2013;sep;jaén;23;22,7;17,1;28,2
2013;oct;jaén;23;18,8;14,1;23,5
2013;nov;jaén;23;10,5;6,3;14,7
2013;dic;jaén;23;9,2;5,1;13,3
2014;ene;jaén;23;9,3;6,1;12,5
2014;feb;jaén;23;9,2;5,6;12,8
2014;mar;jaén;23;12,5;7,7;17,3
2014;abr;jaén;23;17,5;12,1;22,8
2014;may;jaén;23;20,6;14,4;26,8
2014;jun;jaén;23;23,2;16,7;29,7
2014;jul;jaén;23;26,3;19,6;32,9
2014;ago;jaén;23;26,6;19,8;33,4
2014;sep;jaén;23;22,5;17;27,9
2014;oct;jaén;23;20,5;15,9;25,2
2014;nov;jaén;23;13,5;10,1;17
2014;dic;jaén;23;8,6;4,9;12,3
2015;ene;jaén;23;8,5;4,4;12,5
2015;feb;jaén;23;8,1;4,6;11,6
2015;mar;jaén;23;13,1;8;18,3
2015;abr;jaén;23;16,6;11,4;21,7
2015;may;jaén;23;22,6;16,1;29,1
2015;jun;jaén;23;25,3;18,9;31,7
2015;jul;jaén;23;30,6;23,5;37,6
2015;ago;jaén;23;27,4;21,3;33,6
2015;sep;jaén;23;21,9;16,3;27,4
2015;oct;jaén;23;17,6;13,2;21,9
2015;nov;jaén;23;13,7;9,1;18,2
2015;dic;jaén;23;13;9;17
2000;ene;la rioja;26;4,1;-0,3;8,5
2000;feb;la rioja;26;9,1;3,5;14,8
2000;mar;la rioja;26;10,1;3,7;16,6
2000;abr;la rioja;26;11,6;6,3;16,9
2000;may;la rioja;26;17;10,7;23,2
2000;jun;la rioja;26;21;13,8;28,2
2000;jul;la rioja;26;22,1;15;29,2
2000;ago;la rioja;26;22,8;15,3;30,3
2000;sep;la rioja;26;19,8;12,9;26,8
2000;oct;la rioja;26;14,4;9,5;19,3
2000;nov;la rioja;26;8,5;4,3;12,7
2000;dic;la rioja;26;7,7;4,1;11,4
2001;ene;la rioja;26;7,1;3,4;10,8
2001;feb;la rioja;26;8,1;3,3;12,9
2001;mar;la rioja;26;12,6;7;18,1
2001;abr;la rioja;26;11,7;5,9;17,6
2001;may;la rioja;26;16,5;9,8;23,3
2001;jun;la rioja;26;21,3;13,1;29,6
2001;jul;la rioja;26;22,4;15;29,8
2001;ago;la rioja;26;24;16,9;31,2
2001;sep;la rioja;26;18,1;11,9;24,3
2001;oct;la rioja;26;16,2;10;22,3
2001;nov;la rioja;26;8,3;4,3;12,3
2001;dic;la rioja;26;3,5;-1,6;8,7
2002;ene;la rioja;26;6,9;3;10,9
2002;feb;la rioja;26;8,8;3,9;13,8
2002;mar;la rioja;26;11,8;6;17,7
2002;abr;la rioja;26;12,9;6,6;19,2
2002;may;la rioja;26;15,2;9,4;21
2002;jun;la rioja;26;20,8;14,4;27,3
2002;jul;la rioja;26;21,6;14,9;28,4
2002;ago;la rioja;26;21,3;15;27,6
2002;sep;la rioja;26;18,9;12,5;25,3
2002;oct;la rioja;26;14,8;9,3;20,2
2002;nov;la rioja;26;10,6;6;15,2
2002;dic;la rioja;26;8,2;5,2;11,3
2003;ene;la rioja;26;6,4;2,8;9,9
2003;feb;la rioja;26;6,1;2,7;9,6
2003;mar;la rioja;26;11,3;5,5;17,2
2003;abr;la rioja;26;13;7,2;18,8
2003;may;la rioja;26;16,3;9,5;23
2003;jun;la rioja;26;24,1;16,9;31,2
2003;jul;la rioja;26;24,4;16,5;32,3
2003;ago;la rioja;26;26,2;18;34,3
2003;sep;la rioja;26;19,6;14,1;25
2003;oct;la rioja;26;13,6;9,2;17,9
2003;nov;la rioja;26;9,7;5,2;14,3
2003;dic;la rioja;26;7;3,9;10,1
2004;ene;la rioja;26;7,5;3,6;11,4
2004;feb;la rioja;26;5,5;1,9;9,2
2004;mar;la rioja;26;8,1;3,2;12,9
2004;abr;la rioja;26;11;5,6;16,3
2004;may;la rioja;26;15;8,9;21,1
2004;jun;la rioja;26;22;14,8;29,3
2004;jul;la rioja;26;22,3;14,9;29,8
2004;ago;la rioja;26;22,6;15,4;29,9
2004;sep;la rioja;26;20,3;14,1;26,4
2004;oct;la rioja;26;15,9;10;21,8
2004;nov;la rioja;26;8,2;4,4;11,9
2004;dic;la rioja;26;7,4;4,6;10,2
2005;ene;la rioja;26;4,1;0,6;7,5
2005;feb;la rioja;26;4,4;0,2;8,7
2005;mar;la rioja;26;9,5;2,8;16,2
2005;abr;la rioja;26;12,4;6,6;18,3
2005;may;la rioja;26;17,3;10,3;24,2
2005;jun;la rioja;26;23;14,7;31,4
2005;jul;la rioja;26;23,6;15,7;31,4
2005;ago;la rioja;26;22,1;15;29,3
2005;sep;la rioja;26;19,2;12,4;26,1
2005;oct;la rioja;26;15,3;10,5;20,2
2005;nov;la rioja;26;8,4;4,6;12,2
2005;dic;la rioja;26;4,7;1;8,5
2006;ene;la rioja;26;5,3;2,2;8,5
2006;feb;la rioja;26;6,3;0,7;11,8
2006;mar;la rioja;26;11,4;5,8;16,9
2006;abr;la rioja;26;13,4;7,6;19,2
2006;may;la rioja;26;17,4;10,3;24,5
2006;jun;la rioja;26;21,8;14,4;29,2
2006;jul;la rioja;26;25,6;18,2;33
2006;ago;la rioja;26;20,6;13,9;27,3
2006;sep;la rioja;26;20,7;13,8;27,6
2006;oct;la rioja;26;17,3;11,2;23,4
2006;nov;la rioja;26;12;6,9;17
2006;dic;la rioja;26;4,6;-0,1;9,3
2007;ene;la rioja;26;6,7;1,6;11,9
2007;feb;la rioja;26;9,2;4,1;14,3
2007;mar;la rioja;26;9,4;4,1;14,6
2007;abr;la rioja;26;14,1;8,2;20
2007;may;la rioja;26;16,4;10,2;22,7
2007;jun;la rioja;26;20;13;27
2007;jul;la rioja;26;22,1;14,5;29,8
2007;ago;la rioja;26;21,4;14,4;28,3
2007;sep;la rioja;26;18,7;11,9;25,4
2007;oct;la rioja;26;14,9;9,4;20,4
2007;nov;la rioja;26;9,3;3,8;14,7
2007;dic;la rioja;26;5,8;1;10,6
2008;ene;la rioja;26;7,4;1,6;13,1
2008;feb;la rioja;26;8,4;2,7;14,2
2008;mar;la rioja;26;10;4,8;15,2
2008;abr;la rioja;26;13,2;6,8;19,7
2008;may;la rioja;26;16;10,6;21,5
2008;jun;la rioja;26;19,4;13,4;25,4
2008;jul;la rioja;26;21,8;14,2;29,3
2008;ago;la rioja;26;22,5;14,9;30
2008;sep;la rioja;26;18,4;11,6;25,2
2008;oct;la rioja;26;13,4;7,5;19,2
2008;nov;la rioja;26;8,9;5,3;12,4
2008;dic;la rioja;26;6,2;3,2;9,2
2009;ene;la rioja;26;5,2;0,7;9,6
2009;feb;la rioja;26;7,4;2,3;12,5
2009;mar;la rioja;26;10,5;3,9;17,1
2009;abr;la rioja;26;11,8;6,1;17,5
2009;may;la rioja;26;17,8;10,6;25,1
2009;jun;la rioja;26;21,8;14,4;29,1
2009;jul;la rioja;26;23,8;16;31,6
2009;ago;la rioja;26;24;16,4;31,6
2009;sep;la rioja;26;19,8;13,4;26,2
2009;oct;la rioja;26;16,1;9,8;22,3
2009;nov;la rioja;26;10,7;6,4;15
2009;dic;la rioja;26;6;1,8;10,1
2010;ene;la rioja;26;5,2;2,1;8,3
2010;feb;la rioja;26;6;1,8;10,2
2010;mar;la rioja;26;9,2;3,8;14,6
2010;abr;la rioja;26;13,7;7;20,4
2010;may;la rioja;26;14,4;8,4;20,4
2010;jun;la rioja;26;19,3;13,2;25,4
2010;jul;la rioja;26;23,6;16,4;30,8
2010;ago;la rioja;26;22,6;15,4;29,9
2010;sep;la rioja;26;19,1;12,3;25,9
2010;oct;la rioja;26;13,8;7,9;19,7
2010;nov;la rioja;26;8,5;4;12,9
2010;dic;la rioja;26;5,3;1,1;9,4
2011;ene;la rioja;26;6,2;2,1;10,4
2011;feb;la rioja;26;7,8;2,3;13,4
2011;mar;la rioja;26;9,9;4,8;15
2011;abr;la rioja;26;15,4;9,2;21,5
2011;may;la rioja;26;17,9;11,1;24,6
2011;jun;la rioja;26;20;13,5;26,4
2011;jul;la rioja;26;21,3;14,4;28,3
2011;ago;la rioja;26;24;16;32
2011;sep;la rioja;26;21,2;13,8;28,6
2011;oct;la rioja;26;15,8;8,7;23
2011;nov;la rioja;26;11,4;7,4;15,3
2011;dic;la rioja;26;7,7;3,5;12
2012;ene;la rioja;26;7,1;3;11,2
2012;feb;la rioja;26;6;1,4;10,6
2012;mar;la rioja;26;11,2;3,8;18,6
2012;abr;la rioja;26;11,4;6,4;16,4
2012;may;la rioja;26;17,9;10,9;24,8
2012;jun;la rioja;26;22,3;14,5;30,1
2012;jul;la rioja;26;22,7;15,1;30,2
2012;ago;la rioja;26;24,7;16,6;32,7
2012;sep;la rioja;26;19,9;13,5;26,4
2012;oct;la rioja;26;15,1;9,7;20,5
2012;nov;la rioja;26;9,5;5,6;13,3
2012;dic;la rioja;26;7,2;3,1;11,4
2013;ene;la rioja;26;7,8;3,3;12,4
2013;feb;la rioja;26;6,6;2,9;10,3
2013;mar;la rioja;26;9,7;4,7;14,7
2013;abr;la rioja;26;11,7;5,8;17,6
2013;may;la rioja;26;12,4;7,2;17,7
2013;jun;la rioja;26;17,9;11,9;23,8
2013;jul;la rioja;26;24,3;16,4;32,1
2013;ago;la rioja;26;22,5;15,5;29,6
2013;sep;la rioja;26;19,4;12,6;26,2
2013;oct;la rioja;26;15,7;9,6;21,7
2013;nov;la rioja;26;9,6;5,9;13,3
2013;dic;la rioja;26;4,9;0,3;9,5
2014;ene;la rioja;26;7,6;3,7;11,4
2014;feb;la rioja;26;7,2;1,1;13,3
2014;mar;la rioja;26;10,2;4;16,4
2014;abr;la rioja;26;14,9;8,4;21,5
2014;may;la rioja;26;15,7;9,2;22,1
2014;jun;la rioja;26;20,9;13,5;28,3
2014;jul;la rioja;26;22;15,4;28,6
2014;ago;la rioja;26;22,2;15;29,4
2014;sep;la rioja;26;21,4;14,4;28,4
2014;oct;la rioja;26;17,4;10,8;24,1
2014;nov;la rioja;26;11;6,9;15,1
2014;dic;la rioja;26;7,6;4,3;10,9
2015;ene;la rioja;26;6,4;1,8;11,1
2015;feb;la rioja;26;5,8;2,2;9,5
2015;mar;la rioja;26;10,9;5,6;16,2
2015;abr;la rioja;26;13,6;7;20,2
2015;may;la rioja;26;17,3;10,7;24
2015;jun;la rioja;26;21,5;14;29,1
2015;jul;la rioja;26;24,9;17,3;32,6
2015;ago;la rioja;26;22,8;15,2;30,3
2015;sep;la rioja;26;18;11,5;24,4
2015;oct;la rioja;26;14,4;8,8;20
2015;nov;la rioja;26;11,2;6,7;15,6
2015;dic;la rioja;26;6,5;2,5;10,5
2000;ene;las palmas;35;17,3;14,2;20,4
2000;feb;las palmas;35;18,7;16,1;21,3
2000;mar;las palmas;35;19,6;16,6;22,6
2000;abr;las palmas;35;19,2;15,9;22,5
2000;may;las palmas;35;20,3;17,4;23,2
2000;jun;las palmas;35;22,2;19,4;24,9
2000;jul;las palmas;35;23,8;20,8;26,8
2000;ago;las palmas;35;24,6;21,9;27,4
2000;sep;las palmas;35;24,7;22;27,3
2000;oct;las palmas;35;23;20,2;25,8
2000;nov;las palmas;35;21;17,9;24,2
2000;dic;las palmas;35;20,1;16,5;23,6
2001;ene;las palmas;35;19,2;16,3;22
2001;feb;las palmas;35;19;15,8;22,2
2001;mar;las palmas;35;20,5;16,8;24,3
2001;abr;las palmas;35;19,9;16,9;23
2001;may;las palmas;35;20,8;17,6;23,9
2001;jun;las palmas;35;22,7;19,6;25,8
2001;jul;las palmas;35;23,9;21;26,8
2001;ago;las palmas;35;24,8;22,1;27,5
2001;sep;las palmas;35;24,5;22,1;26,9
2001;oct;las palmas;35;24,1;21,4;26,8
2001;nov;las palmas;35;21;18,7;23,3
2001;dic;las palmas;35;20,3;17,6;23
2002;ene;las palmas;35;18,8;16;21,5
2002;feb;las palmas;35;19;15,7;22,2
2002;mar;las palmas;35;19,6;16;23,2
2002;abr;las palmas;35;20,3;17,4;23,2
2002;may;las palmas;35;20,7;17,9;23,5
2002;jun;las palmas;35;22,1;19,3;25
2002;jul;las palmas;35;22,7;19,9;25,6
2002;ago;las palmas;35;23,6;21;26,1
2002;sep;las palmas;35;23,9;21,3;26,5
2002;oct;las palmas;35;24,9;21,6;28,1
2002;nov;las palmas;35;22;19;25
2002;dic;las palmas;35;20,3;17,4;23,2
2003;ene;las palmas;35;17,9;15;20,9
2003;feb;las palmas;35;17,6;14,6;20,6
2003;mar;las palmas;35;18,7;15,3;22,1
2003;abr;las palmas;35;19,2;16;22,5
2003;may;las palmas;35;21,3;18;24,7
2003;jun;las palmas;35;22,6;19,5;25,8
2003;jul;las palmas;35;24,1;21,3;27
2003;ago;las palmas;35;24,9;22,2;27,5
2003;sep;las palmas;35;24,4;21,7;27,2
2003;oct;las palmas;35;22,5;19,7;25,3
2003;nov;las palmas;35;20,3;17,5;23
2003;dic;las palmas;35;18,9;15,9;22
2004;ene;las palmas;35;17,9;15,4;20,3
2004;feb;las palmas;35;18,5;15,3;21,8
2004;mar;las palmas;35;18,6;15,5;21,8
2004;abr;las palmas;35;18,7;15,4;21,9
2004;may;las palmas;35;19,7;16,7;22,6
2004;jun;las palmas;35;22,8;19,7;26
2004;jul;las palmas;35;24,8;21,4;28,3
2004;ago;las palmas;35;26,2;23,2;29,3
2004;sep;las palmas;35;24,9;22,4;27,5
2004;oct;las palmas;35;23,7;20,9;26,6
2004;nov;las palmas;35;21,5;18;25
2004;dic;las palmas;35;18,6;16,1;21,2
2005;ene;las palmas;35;17;14,3;19,8
2005;feb;las palmas;35;16,3;13,4;19,1
2005;mar;las palmas;35;18,3;14,9;21,7
2005;abr;las palmas;35;19,5;16,6;22,5
2005;may;las palmas;35;20,8;17,7;23,9
2005;jun;las palmas;35;22,3;19,4;25,3
2005;jul;las palmas;35;23,9;20,9;26,9
2005;ago;las palmas;35;24,6;21,8;27,4
2005;sep;las palmas;35;25;22;28
2005;oct;las palmas;35;23,3;20,4;26,2
2005;nov;las palmas;35;21;18;24
2005;dic;las palmas;35;18,9;16,1;21,6
2006;ene;las palmas;35;16,6;13,9;19,3
2006;feb;las palmas;35;17,1;14,2;19,9
2006;mar;las palmas;35;17,9;14,4;21,3
2006;abr;las palmas;35;19,4;16,1;22,8
2006;may;las palmas;35;20;16,9;23,2
2006;jun;las palmas;35;21,7;18,7;24,8
2006;jul;las palmas;35;23,5;20,6;26,4
2006;ago;las palmas;35;24,3;21,4;27,3
2006;sep;las palmas;35;24,9;21,5;28,3
2006;oct;las palmas;35;23,1;19,9;26,2
2006;nov;las palmas;35;21,9;19,1;24,8
2006;dic;las palmas;35;18,4;15,5;21,4
2007;ene;las palmas;35;17,7;15;20,4
2007;feb;las palmas;35;18;15;21
2007;mar;las palmas;35;18,1;15;21,3
2007;abr;las palmas;35;18,9;15,6;22,3
2007;may;las palmas;35;20,6;17,3;24
2007;jun;las palmas;35;21,8;18,6;24,9
2007;jul;las palmas;35;23,8;20,5;27,5
2007;ago;las palmas;35;23,4;20,6;26,1
2007;sep;las palmas;35;22,8;20,2;25,4
2007;oct;las palmas;35;22,5;19,3;25,7
2007;nov;las palmas;35;20,8;17,6;23,9
2007;dic;las palmas;35;18,7;15,9;21,5
2008;ene;las palmas;35;18,3;15,6;21
2008;feb;las palmas;35;18,5;15,3;21,7
2008;mar;las palmas;35;18,9;16;21,7
2008;abr;las palmas;35;21,3;17,5;25
2008;may;las palmas;35;20,9;17,8;24
2008;jun;las palmas;35;22,2;19,2;25,2
2008;jul;las palmas;35;23,6;20,8;26,5
2008;ago;las palmas;35;24;21,2;26,9
2008;sep;las palmas;35;23,2;20,4;25,9
2008;oct;las palmas;35;21,9;18,9;24,8
2008;nov;las palmas;35;19,1;16,3;21,9
2008;dic;las palmas;35;17,4;14,8;20,1
2009;ene;las palmas;35;17;14,4;19,6
2009;feb;las palmas;35;16,9;13,6;20,2
2009;mar;las palmas;35;18,5;15,1;21,9
2009;abr;las palmas;35;18,8;15,9;21,7
2009;may;las palmas;35;19,9;16,8;23
2009;jun;las palmas;35;22,2;19,3;25,1
2009;jul;las palmas;35;25,1;21,9;28,2
2009;ago;las palmas;35;24,9;22;27,7
2009;sep;las palmas;35;23,7;21;26,3
2009;oct;las palmas;35;24,2;21,5;27
2009;nov;las palmas;35;22,3;19,4;25,2
2009;dic;las palmas;35;21,2;18,2;24,2
2010;ene;las palmas;35;19,3;16,2;22,4
2010;feb;las palmas;35;20,3;16,8;23,7
2010;mar;las palmas;35;20,3;17,2;23,3
2010;abr;las palmas;35;21;17,8;24,2
2010;may;las palmas;35;21,4;18,3;24,5
2010;jun;las palmas;35;22,7;19,8;25,6
2010;jul;las palmas;35;24;20,8;27,2
2010;ago;las palmas;35;25,4;22,2;28,7
2010;sep;las palmas;35;24,9;22,4;27,5
2010;oct;las palmas;35;23,5;20,4;26,5
2010;nov;las palmas;35;21,9;19,1;24,6
2010;dic;las palmas;35;20,8;17,6;24
2011;ene;las palmas;35;18,8;15,6;22
2011;feb;las palmas;35;18,3;15,4;21,1
2011;mar;las palmas;35;18,3;14,9;21,7
2011;abr;las palmas;35;19,7;16,4;22,9
2011;may;las palmas;35;21,4;18,5;24,3
2011;jun;las palmas;35;23,8;20,5;27,1
2011;jul;las palmas;35;24,1;21,3;26,9
2011;ago;las palmas;35;24,4;21,6;27,2
2011;sep;las palmas;35;24,5;21,8;27,3
2011;oct;las palmas;35;23,8;20,9;26,6
2011;nov;las palmas;35;20,7;17,9;23,5
2011;dic;las palmas;35;19,4;17,2;21,7
2012;ene;las palmas;35;18;15,4;20,6
2012;feb;las palmas;35;17;14,4;19,5
2012;mar;las palmas;35;18,7;15,7;21,6
2012;abr;las palmas;35;18,7;15,8;21,6
2012;may;las palmas;35;21,8;18,4;25,1
2012;jun;las palmas;35;23,6;20,7;26,6
2012;jul;las palmas;35;24,5;21,4;27,6
2012;ago;las palmas;35;25,6;22,6;28,6
2012;sep;las palmas;35;24,4;21,7;27,2
2012;oct;las palmas;35;23,6;20,4;26,7
2012;nov;las palmas;35;21,9;18,9;24,8
2012;dic;las palmas;35;19,4;16,4;22,4
2013;ene;las palmas;35;18,6;15,8;21,5
2013;feb;las palmas;35;18,5;15,7;21,1
2013;mar;las palmas;35;19,7;16,4;22,9
2013;abr;las palmas;35;20,9;17,8;24
2013;may;las palmas;35;21;18,1;23,8
2013;jun;las palmas;35;22,2;19;25,4
2013;jul;las palmas;35;24,1;20,8;27,4
2013;ago;las palmas;35;26,4;22,7;30
2013;sep;las palmas;35;24,5;21,6;27,4
2013;oct;las palmas;35;23,7;21;26,4
2013;nov;las palmas;35;21,3;18,7;24
2013;dic;las palmas;35;19,8;17,2;22,4
2014;ene;las palmas;35;18,3;15,3;21,3
2014;feb;las palmas;35;18;15,1;20,9
2014;mar;las palmas;35;18,9;16;21,8
2014;abr;las palmas;35;20,4;17,4;23,4
2014;may;las palmas;35;21,7;18,5;24,8
2014;jun;las palmas;35;23;19,8;26,1
2014;jul;las palmas;35;24,2;21,4;27,1
2014;ago;las palmas;35;25,5;22,5;28,4
2014;sep;las palmas;35;25,6;22,8;28,4
2014;oct;las palmas;35;24,1;21,1;27,1
2014;nov;las palmas;35;21,8;18,8;24,9
2014;dic;las palmas;35;19,3;16,6;22
2015;ene;las palmas;35;18,6;15,9;21,3
2015;feb;las palmas;35;17,6;15;20,3
2015;mar;las palmas;35;18,8;15,9;21,7
2015;abr;las palmas;35;19,1;16,3;22
2015;may;las palmas;35;22;18,7;25,3
2015;jun;las palmas;35;22,3;19,2;25,3
2015;jul;las palmas;35;25,5;22,1;28,9
2015;ago;las palmas;35;25,7;22,9;28,6
2015;sep;las palmas;35;25,2;22,7;27,8
2015;oct;las palmas;35;24,2;21,3;27,2
2015;nov;las palmas;35;22,5;19,9;25
2015;dic;las palmas;35;20,6;17,3;23,9
2000;ene;lleida;25;2,9;-2,1;7,9
2000;feb;lleida;25;10,2;2,6;17,8
2000;mar;lleida;25;11,8;4,1;19,4
2000;abr;lleida;25;13,8;7,6;20
2000;may;lleida;25;20;13;27
2000;jun;lleida;25;22,9;15,3;30,4
2000;jul;lleida;25;24,2;16,9;31,5
2000;ago;lleida;25;25,5;17,6;33,5
2000;sep;lleida;25;21,9;14,4;29,5
2000;oct;lleida;25;15,6;10;21,3
2000;nov;lleida;25;9,5;4,3;14,6
2000;dic;lleida;25;7,9;3,4;12,5
2001;ene;lleida;25;7,7;2,7;12,6
2001;feb;lleida;25;7,6;1,3;13,9
2001;mar;lleida;25;14,2;7,7;20,7
2001;abr;lleida;25;14,3;6,7;21,9
2001;may;lleida;25;18,3;11,3;25,4
2001;jun;lleida;25;23,5;15,2;31,8
2001;jul;lleida;25;24,3;17,1;31,6
2001;ago;lleida;25;26;18,6;33,4
2001;sep;lleida;25;19,6;12,2;26,9
2001;oct;lleida;25;18,3;12;24,5
2001;nov;lleida;25;7,9;2,5;13,2
2001;dic;lleida;25;0,2;-3;3,5
2002;ene;lleida;25;6,2;2;10,4
2002;feb;lleida;25;9,2;2,2;16,2
2002;mar;lleida;25;12,7;6,4;18,9
2002;abr;lleida;25;14,2;7,3;21,1
2002;may;lleida;25;16,8;9,9;23,6
2002;jun;lleida;25;22,8;15;30,6
2002;jul;lleida;25;24,4;16,6;32,1
2002;ago;lleida;25;23,3;16,3;30,3
2002;sep;lleida;25;20,3;13,4;27,3
2002;oct;lleida;25;15,9;9,6;22,2
2002;nov;lleida;25;11,3;5,9;16,7
2002;dic;lleida;25;8,3;4;12,6
2003;ene;lleida;25;5,7;0;11,4
2003;feb;lleida;25;6,8;1,6;12
2003;mar;lleida;25;12,3;5,3;19,3
2003;abr;lleida;25;14,8;8,1;21,4
2003;may;lleida;25;18,6;11,3;25,9
2003;jun;lleida;25;26,3;18,3;34,2
2003;jul;lleida;25;26,6;19;34,3
2003;ago;lleida;25;27,7;19,7;35,6
2003;sep;lleida;25;20,6;14,4;26,7
2003;oct;lleida;25;14,8;9,6;19,9
2003;nov;lleida;25;10,5;6,2;14,9
2003;dic;lleida;25;6,8;2,5;11,2
2004;ene;lleida;25;7,7;2,6;12,8
2004;feb;lleida;25;5,7;1,9;9,6
2004;mar;lleida;25;9,2;2,9;15,6
2004;abr;lleida;25;12,6;6,6;18,6
2004;may;lleida;25;16,9;10,4;23,4
2004;jun;lleida;25;23,9;16;31,8
2004;jul;lleida;25;24,2;16,9;31,6
2004;ago;lleida;25;25,3;18,3;32,2
2004;sep;lleida;25;22,3;15,3;29,3
