Años;FECHA;Provincia;Idprovincia;Promedio de TMEDIA;Promedio de TMIN;Promedio de TMAX
2011;jul;cáceres;10;23,8;15,9;31,8
2011;ago;cáceres;10;23,4;16;30,9
2011;sep;cáceres;10;21,4;14,4;28,5
2011;oct;cáceres;10;19,7;12,9;26,4
2011;nov;cáceres;10;11,2;7;15,4
2011;dic;cáceres;10;7,8;2,7;12,8
2012;ene;cáceres;10;7,1;0,9;13,3
2012;feb;cáceres;10;6,8;-0,3;13,9
2012;mar;cáceres;10;12,8;6,3;19,3
2012;abr;cáceres;10;11,5;6,8;16,3
2012;may;cáceres;10;18,4;11,7;25,2
2012;jun;cáceres;10;21,3;14,1;28,5
2012;jul;cáceres;10;24,6;16,2;33,1
2012;ago;cáceres;10;24,8;16,7;33
2012;sep;cáceres;10;22,3;15,6;28,9
2012;oct;cáceres;10;16,3;11;21,5
2012;nov;cáceres;10;10,6;6,8;14,5
2012;dic;cáceres;10;8,1;4,2;12
2013;ene;cáceres;10;8,4;2,9;13,9
2013;feb;cáceres;10;7,8;2,9;12,7
2013;mar;cáceres;10;10,3;6,6;13,9
2013;abr;cáceres;10;13,4;7,6;19,2
2013;may;cáceres;10;15,9;8,5;23,2
2013;jun;cáceres;10;21,2;13,2;29,2
2013;jul;cáceres;10;25,9;17,5;34,4
2013;ago;cáceres;10;27;18,4;35,6
2013;sep;cáceres;10;23,7;16,1;31,3
2013;oct;cáceres;10;16,5;11;22
2013;nov;cáceres;10;9,8;4,7;14,8
2013;dic;cáceres;10;7,8;2,5;13,1
2014;ene;cáceres;10;9,6;6,2;12,9
2014;feb;cáceres;10;9;5,1;12,8
2014;mar;cáceres;10;11,6;5,9;17,3
2014;abr;cáceres;10;15,4;9,4;21,3
2014;may;cáceres;10;16,8;10,3;23,4
2014;jun;cáceres;10;20,6;13,6;27,7
2014;jul;cáceres;10;23,4;15,7;31
2014;ago;cáceres;10;23,6;15,8;31,4
2014;sep;cáceres;10;20,5;15,4;25,5
2014;oct;cáceres;10;17,8;13,2;22,4
2014;nov;cáceres;10;12,2;9;15,4
2014;dic;cáceres;10;7,5;2,7;12,3
2015;ene;cáceres;10;7;1,8;12,3
2015;feb;cáceres;10;7,7;3,1;12,3
2015;mar;cáceres;10;12,1;5,5;18,7
2015;abr;cáceres;10;14,7;9,1;20,4
2015;may;cáceres;10;19,5;12;27
2015;jun;cáceres;10;23,3;15,8;30,8
2015;jul;cáceres;10;25,7;17,6;33,9
2015;ago;cáceres;10;24,1;16,7;31,6
2015;sep;cáceres;10;20,2;13,3;27
2015;oct;cáceres;10;16,3;12,2;20,4
2015;nov;cáceres;10;12,4;7,3;17,5
2015;dic;cáceres;10;10,7;6,5;14,8
2000;ene;cádiz;11;10,8;7,1;14,6
2000;feb;cádiz;11;13,6;9,3;17,9
2000;mar;cádiz;11;15,1;11,2;19,1
2000;abr;cádiz;11;14,2;11,3;17
2000;may;cádiz;11;18,4;14,9;21,8
2000;jun;cádiz;11;22,3;18,5;26,1
2000;jul;cádiz;11;23,3;19,5;27,2
2000;ago;cádiz;11;24,3;20,5;28,1
2000;sep;cádiz;11;22,3;18,7;26
2000;oct;cádiz;11;17,5;14,2;20,9
2000;nov;cádiz;11;13,8;10,9;16,7
2000;dic;cádiz;11;13;10,1;15,8
2001;ene;cádiz;11;11,9;9,3;14,6
2001;feb;cádiz;11;12,8;9,6;16
2001;mar;cádiz;11;15;12;17,9
2001;abr;cádiz;11;16,4;12,6;20,1
2001;may;cádiz;11;18;14,3;21,6
2001;jun;cádiz;11;22,1;18,2;25,9
2001;jul;cádiz;11;21,9;18,5;25,3
2001;ago;cádiz;11;23,3;19,9;26,7
2001;sep;cádiz;11;21,5;18,5;24,6
2001;oct;cádiz;11;19,7;16,4;22,9
2001;nov;cádiz;11;13,5;9,9;17,1
2001;dic;cádiz;11;12,2;9;15,5
2002;ene;cádiz;11;13;9,7;16,3
2002;feb;cádiz;11;13;9;16,9
2002;mar;cádiz;11;16,5;12,7;20,3
2002;abr;cádiz;11;16,8;13,3;20,4
2002;may;cádiz;11;19;15;23,1
2002;jun;cádiz;11;21,7;18,4;24,9
2002;jul;cádiz;11;24,2;20,4;28
2002;ago;cádiz;11;22,6;19,7;25,6
2002;sep;cádiz;11;21,6;18,6;24,6
2002;oct;cádiz;11;20,3;16,9;23,7
2002;nov;cádiz;11;16,1;12,8;19,5
2002;dic;cádiz;11;14,5;11,8;17,2
2003;ene;cádiz;11;12;8,5;15,4
2003;feb;cádiz;11;12,2;8,8;15,5
2003;mar;cádiz;11;15,8;12,3;19,4
2003;abr;cádiz;11;16,4;12,9;19,8
2003;may;cádiz;11;21,1;16,6;25,6
2003;jun;cádiz;11;23,8;20;27,5
2003;jul;cádiz;11;24,2;20,7;27,8
2003;ago;cádiz;11;27;23,1;30,9
2003;sep;cádiz;11;23,7;20;27,3
2003;oct;cádiz;11;19,3;16,7;21,9
2003;nov;cádiz;11;15,8;12,9;18,7
2003;dic;cádiz;11;12,8;9,8;15,9
2004;ene;cádiz;11;12,7;9,6;15,8
2004;feb;cádiz;11;12,5;9,9;15,2
2004;mar;cádiz;11;14,3;10,7;18
2004;abr;cádiz;11;16,2;12,5;19,9
2004;may;cádiz;11;17,5;14,3;20,7
2004;jun;cádiz;11;24,8;20,3;29,3
2004;jul;cádiz;11;25,8;21,6;30,1
2004;ago;cádiz;11;25,1;21,5;28,7
2004;sep;cádiz;11;23,4;19,7;27,1
2004;oct;cádiz;11;20,4;17;23,8
2004;nov;cádiz;11;15,5;11,7;19,3
2004;dic;cádiz;11;12,2;9;15,5
2005;ene;cádiz;11;11,2;6,9;15,4
2005;feb;cádiz;11;10,9;6,6;15,2
2005;mar;cádiz;11;14,6;11,4;17,8
2005;abr;cádiz;11;17;13,2;20,7
2005;may;cádiz;11;20,6;16,7;24,6
2005;jun;cádiz;11;24,9;20,6;29,2
2005;jul;cádiz;11;24,9;21,2;28,6
2005;ago;cádiz;11;25,7;21,7;29,6
2005;sep;cádiz;11;23,1;19,4;26,8
2005;oct;cádiz;11;20,5;16,9;24,1
2005;nov;cádiz;11;14,9;11,4;18,5
2005;dic;cádiz;11;13,1;10,2;16
2006;ene;cádiz;11;11,1;7,5;14,7
2006;feb;cádiz;11;12,1;8,6;15,6
2006;mar;cádiz;11;14,5;11,2;17,8
2006;abr;cádiz;11;17,4;14;20,7
2006;may;cádiz;11;21,1;16,6;25,5
2006;jun;cádiz;11;22,7;19,2;26,1
2006;jul;cádiz;11;26,3;22,3;30,4
2006;ago;cádiz;11;25,5;21,6;29,4
2006;sep;cádiz;11;24,1;20,4;27,9
2006;oct;cádiz;11;21,5;18,2;24,7
2006;nov;cádiz;11;17,3;14,4;20,3
2006;dic;cádiz;11;12,4;8,8;16
2007;ene;cádiz;11;11,8;7,9;15,7
2007;feb;cádiz;11;13,5;10,9;16,1
2007;mar;cádiz;11;14,1;10,5;17,7
2007;abr;cádiz;11;15,9;12,6;19,2
2007;may;cádiz;11;18,8;15,3;22,3
2007;jun;cádiz;11;21,6;18,2;25
2007;jul;cádiz;11;25;20,7;29,2
2007;ago;cádiz;11;23,9;20,1;27,7
2007;sep;cádiz;11;22,8;19,4;26,1
2007;oct;cádiz;11;19,8;15,8;23,7
2007;nov;cádiz;11;15,7;12,1;19,4
2007;dic;cádiz;11;12,9;9,6;16,3
2008;ene;cádiz;11;13,7;10,3;17,1
2008;feb;cádiz;11;15;12;17,9
2008;mar;cádiz;11;14,6;11;18,2
2008;abr;cádiz;11;17,5;13,6;21,4
2008;may;cádiz;11;18,1;15,3;21
2008;jun;cádiz;11;23,4;19,1;27,7
2008;jul;cádiz;11;24;20,3;27,6
2008;ago;cádiz;11;23,8;20,4;27,1
2008;sep;cádiz;11;22,6;19,2;26
2008;oct;cádiz;11;19,4;16,1;22,7
2008;nov;cádiz;11;14,1;10,5;17,7
2008;dic;cádiz;11;12,3;9,5;15,1
2009;ene;cádiz;11;11,5;8,7;14,3
2009;feb;cádiz;11;13,2;10,1;16,3
2009;mar;cádiz;11;15,9;12,3;19,4
2009;abr;cádiz;11;15,8;12,6;19,1
2009;may;cádiz;11;20,2;16,4;23,9
2009;jun;cádiz;11;23,6;20,3;26,8
2009;jul;cádiz;11;24,8;21,1;28,5
2009;ago;cádiz;11;27,1;22,6;31,6
2009;sep;cádiz;11;23,8;20,4;27,2
2009;oct;cádiz;11;22,4;18,3;26,4
2009;nov;cádiz;11;17,4;14,1;20,7
2009;dic;cádiz;11;14,3;11;17,7
2010;ene;cádiz;11;13;10,4;15,6
2010;feb;cádiz;11;14,2;11,7;16,8
2010;mar;cádiz;11;15,3;12;18,6
2010;abr;cádiz;11;18,5;14,9;22,1
2010;may;cádiz;11;19,6;16,2;23,1
2010;jun;cádiz;11;21,7;18,9;24,5
2010;jul;cádiz;11;26,4;22,5;30,2
2010;ago;cádiz;11;27,8;23,8;31,9
2010;sep;cádiz;11;24,4;20,7;28,2
2010;oct;cádiz;11;19,3;15,9;22,6
2010;nov;cádiz;11;15,9;12,8;18,9
2010;dic;cádiz;11;14,5;11,9;17,2
2011;ene;cádiz;11;13,4;10,6;16,2
2011;feb;cádiz;11;13,7;9,8;17,6
2011;mar;cádiz;11;14,9;11,6;18,3
2011;abr;cádiz;11;18,9;15,3;22,4
2011;may;cádiz;11;21,8;17,7;25,9
2011;jun;cádiz;11;24,2;20,1;28,3
2011;jul;cádiz;11;25;21,4;28,6
2011;ago;cádiz;11;25,3;22;28,5
2011;sep;cádiz;11;24,5;20,7;28,3
2011;oct;cádiz;11;22,6;18,6;26,7
2011;nov;cádiz;11;16,4;13,2;19,6
2011;dic;cádiz;11;12,8;9,1;16,5
2012;ene;cádiz;11;12,7;8,7;16,8
2012;feb;cádiz;11;10,7;6,1;15,3
2012;mar;cádiz;11;15,6;11,6;19,7
2012;abr;cádiz;11;15,8;13,3;18,3
2012;may;cádiz;11;21,8;17,5;26,1
2012;jun;cádiz;11;23,5;20,1;26,8
2012;jul;cádiz;11;24,3;20,7;27,9
2012;ago;cádiz;11;25,5;22;29,1
2012;sep;cádiz;11;23,9;20,6;27,2
2012;oct;cádiz;11;20,1;17;23,2
2012;nov;cádiz;11;16,3;13,7;18,8
2012;dic;cádiz;11;13,9;10,8;17
2013;ene;cádiz;11;13,4;10,7;16,2
2013;feb;cádiz;11;12,2;9;15,4
2013;mar;cádiz;11;14,7;12,5;16,9
2013;abr;cádiz;11;16,9;13,5;20,4
2013;may;cádiz;11;18,4;15,1;21,8
2013;jun;cádiz;11;22,4;18,4;26,4
2013;jul;cádiz;11;25;21,3;28,7
2013;ago;cádiz;11;26,7;22,7;30,8
2013;sep;cádiz;11;24,5;21,2;27,7
2013;oct;cádiz;11;21,4;18,2;24,6
2013;nov;cádiz;11;15,1;11,3;19
2013;dic;cádiz;11;13,8;10,4;17,3
2014;ene;cádiz;11;13,5;11;16
2014;feb;cádiz;11;12,9;10,3;15,5
2014;mar;cádiz;11;14,9;11,7;18
2014;abr;cádiz;11;18,3;15,1;21,6
2014;may;cádiz;11;20,7;16,7;24,7
2014;jun;cádiz;11;22,2;19;25,4
2014;jul;cádiz;11;23,4;20,2;26,5
2014;ago;cádiz;11;23,5;20,4;26,5
2014;sep;cádiz;11;23;20,2;25,9
2014;oct;cádiz;11;22,6;19,1;26,1
2014;nov;cádiz;11;17,3;14,6;20
2014;dic;cádiz;11;12,5;9,3;15,7
2015;ene;cádiz;11;12,2;8,7;15,8
2015;feb;cádiz;11;12,2;9,3;15,1
2015;mar;cádiz;11;14,7;11,2;18,2
2015;abr;cádiz;11;17,6;14,1;21,1
2015;may;cádiz;11;22,5;17,6;27,2
2015;jun;cádiz;11;24,1;20;28,2
2015;jul;cádiz;11;26,1;22,4;29,8
2015;ago;cádiz;11;24,9;21,7;28,1
2015;sep;cádiz;11;22,4;19;25,8
2015;oct;cádiz;11;20,4;17,5;23,3
2015;nov;cádiz;11;17,5;13,8;21,2
2015;dic;cádiz;11;16,7;13,4;20,1
2000;ene;cantabria;39;9,1;6,5;11,6
2000;feb;cantabria;39;11,5;9,2;13,8
2000;mar;cantabria;39;10,5;8;13,1
2000;abr;cantabria;39;12,7;9,4;16
2000;may;cantabria;39;15,3;13;17,6
2000;jun;cantabria;39;17,6;14,9;20,2
2000;jul;cantabria;39;19,1;16,7;21,4
2000;ago;cantabria;39;20,2;17,5;22,9
2000;sep;cantabria;39;19;16,2;21,8
2000;oct;cantabria;39;15,4;12,9;18
2000;nov;cantabria;39;12,9;9,9;15,8
2000;dic;cantabria;39;13,7;10,9;16,4
2001;ene;cantabria;39;11,7;9,2;14,2
2001;feb;cantabria;39;10,6;8;13,2
2001;mar;cantabria;39;14,2;11,1;17,3
2001;abr;cantabria;39;12,2;9,4;15
2001;may;cantabria;39;14,5;11,8;17,3
2001;jun;cantabria;39;17,4;14,9;19,9
2001;jul;cantabria;39;19,1;16,5;21,7
2001;ago;cantabria;39;20,7;18;23,5
2001;sep;cantabria;39;17,9;15;20,7
2001;oct;cantabria;39;19,3;15,3;23,2
2001;nov;cantabria;39;11,5;9,3;13,8
2001;dic;cantabria;39;8,8;6,2;11,5
2002;ene;cantabria;39;12,3;9,3;15,3
2002;feb;cantabria;39;12;9,5;14,5
2002;mar;cantabria;39;12,3;9,4;15,2
2002;abr;cantabria;39;12,2;9,4;15,1
2002;may;cantabria;39;14,4;11,3;17,4
2002;jun;cantabria;39;16,1;13,9;18,2
2002;jul;cantabria;39;17,9;15,7;20,2
2002;ago;cantabria;39;18,7;16,5;20,9
2002;sep;cantabria;39;17,8;14,9;20,7
2002;oct;cantabria;39;16,9;14;19,8
2002;nov;cantabria;39;14;11,4;16,6
2002;dic;cantabria;39;13,5;11;16
2003;ene;cantabria;39;9,6;6,9;12,3
2003;feb;cantabria;39;10;7,5;12,5
2003;mar;cantabria;39;13,4;10,4;16,5
2003;abr;cantabria;39;14;10,8;17,3
2003;may;cantabria;39;14,7;12,1;17,4
2003;jun;cantabria;39;18,9;16,4;21,5
2003;jul;cantabria;39;19,9;17,5;22,4
2003;ago;cantabria;39;22,8;19,8;25,8
2003;sep;cantabria;39;19,6;16,9;22,3
2003;oct;cantabria;39;15,3;12,6;18
2003;nov;cantabria;39;13,9;10,8;17
2003;dic;cantabria;39;11,3;8,8;13,7
2004;ene;cantabria;39;11,3;8,8;13,8
2004;feb;cantabria;39;9,9;7,1;12,7
2004;mar;cantabria;39;10;7,1;13
2004;abr;cantabria;39;12;9,2;14,7
2004;may;cantabria;39;13,7;11,4;16
2004;jun;cantabria;39;18,3;15,7;20,8
2004;jul;cantabria;39;19;16,5;21,5
2004;ago;cantabria;39;20,6;17,7;23,6
2004;sep;cantabria;39;19,2;16,4;22,1
2004;oct;cantabria;39;17,2;14,2;20,3
2004;nov;cantabria;39;12,3;10,1;14,4
2004;dic;cantabria;39;10,9;8,8;13
2005;ene;cantabria;39;10,2;7,7;12,6
2005;feb;cantabria;39;7,6;5,1;10
2005;mar;cantabria;39;11,6;8,2;15
2005;abr;cantabria;39;12,7;9,7;15,6
2005;may;cantabria;39;15;12,3;17,7
2005;jun;cantabria;39;18,6;16;21,2
2005;jul;cantabria;39;20,3;17,4;23,2
2005;ago;cantabria;39;20;17,4;22,7
2005;sep;cantabria;39;18,6;15,8;21,3
2005;oct;cantabria;39;18,5;14,9;22
2005;nov;cantabria;39;12,3;9,7;14,9
2005;dic;cantabria;39;9,2;6,8;11,6
2006;ene;cantabria;39;8,9;6,7;11,1
2006;feb;cantabria;39;8,4;5,8;11
2006;mar;cantabria;39;13,1;9,9;16,4
2006;abr;cantabria;39;13,1;10,3;16
2006;may;cantabria;39;15,7;12,6;18,7
2006;jun;cantabria;39;18,2;15,6;20,8
2006;jul;cantabria;39;22;19;24,9
2006;ago;cantabria;39;20,5;17,8;23,1
2006;sep;cantabria;39;20,4;17,4;23,5
2006;oct;cantabria;39;19,2;15,9;22,4
2006;nov;cantabria;39;15,4;12,6;18,2
2006;dic;cantabria;39;11,2;8,1;14,4
2007;ene;cantabria;39;11,4;8,9;14,1
2007;feb;cantabria;39;12,6;9,4;15,7
2007;mar;cantabria;39;11,1;8,2;14
2007;abr;cantabria;39;13,3;10,8;15,8
2007;may;cantabria;39;15,3;12,9;17,7
2007;jun;cantabria;39;18;15,1;20,9
2007;jul;cantabria;39;19,1;16,3;21,8
2007;ago;cantabria;39;19,5;16,8;22,2
2007;sep;cantabria;39;17,5;14,3;20,7
2007;oct;cantabria;39;15,5;13,2;17,8
2007;nov;cantabria;39;11,2;8,7;13,7
2007;dic;cantabria;39;10,6;7,7;13,4
2008;ene;cantabria;39;11,6;8,8;14,4
2008;feb;cantabria;39;12,2;9,3;15,1
2008;mar;cantabria;39;11,4;8,9;13,9
2008;abr;cantabria;39;12,5;9,7;15,4
2008;may;cantabria;39;15,4;12,7;18,2
2008;jun;cantabria;39;17,6;15,5;19,8
2008;jul;cantabria;39;18,9;16,2;21,7
2008;ago;cantabria;39;19,9;17,1;22,7
2008;sep;cantabria;39;18;15,1;20,9
2008;oct;cantabria;39;15,5;12,4;18,5
2008;nov;cantabria;39;11,8;9,8;13,8
2008;dic;cantabria;39;9,7;7,5;12
2009;ene;cantabria;39;9,6;6,8;12,4
2009;feb;cantabria;39;9,2;6,6;11,9
2009;mar;cantabria;39;10,8;8;13,7
2009;abr;cantabria;39;11,9;9;14,8
2009;may;cantabria;39;14,7;12,4;17,1
2009;jun;cantabria;39;18,2;15,5;20,9
2009;jul;cantabria;39;19,8;16,9;22,6
2009;ago;cantabria;39;20,6;17,4;23,8
2009;sep;cantabria;39;19;16,1;21,9
2009;oct;cantabria;39;17,4;14,1;20,7
2009;nov;cantabria;39;14,5;11,4;17,7
2009;dic;cantabria;39;10,8;7,9;13,7
2010;ene;cantabria;39;9,3;6,8;11,8
2010;feb;cantabria;39;9,7;6,7;12,7
2010;mar;cantabria;39;11,6;8,5;14,8
2010;abr;cantabria;39;13,2;10,3;16,2
2010;may;cantabria;39;14,3;11,5;17,2
2010;jun;cantabria;39;17;14,6;19,5
2010;jul;cantabria;39;19,9;17,3;22,4
2010;ago;cantabria;39;20,4;17,5;23,3
2010;sep;cantabria;39;18,3;15;21,5
2010;oct;cantabria;39;16,3;13;19,6
2010;nov;cantabria;39;12,2;9,7;14,7
2010;dic;cantabria;39;9,6;6,8;12,4
2011;ene;cantabria;39;10,3;7,9;12,8
2011;feb;cantabria;39;11,1;8,3;13,9
2011;mar;cantabria;39;12,1;9,1;15,2
2011;abr;cantabria;39;15,2;11,6;18,8
2011;may;cantabria;39;16,3;13,5;19,2
2011;jun;cantabria;39;17,7;14,6;20,8
2011;jul;cantabria;39;18,5;15,8;21,2
2011;ago;cantabria;39;20,1;17,4;22,9
2011;sep;cantabria;39;20,1;17;23,3
2011;oct;cantabria;39;17,7;14,4;21,1
2011;nov;cantabria;39;15,4;12,6;18,2
2011;dic;cantabria;39;11,9;9,4;14,3
2012;ene;cantabria;39;10,8;8,4;13,1
2012;feb;cantabria;39;7,9;5,2;10,5
2012;mar;cantabria;39;11,7;8,7;14,7
2012;abr;cantabria;39;11;8,6;13,4
2012;may;cantabria;39;15,5;12,2;18,8
2012;jun;cantabria;39;17,7;14,8;20,6
2012;jul;cantabria;39;18,7;15,7;21,6
2012;ago;cantabria;39;20,6;17,8;23,5
2012;sep;cantabria;39;19;16,1;22
2012;oct;cantabria;39;16,4;13,3;19,5
2012;nov;cantabria;39;12,9;10;15,9
2012;dic;cantabria;39;12,1;9,3;15
2013;ene;cantabria;39;10,4;7,8;13,1
2013;feb;cantabria;39;9,2;6,7;11,8
2013;mar;cantabria;39;11,6;8,2;15
2013;abr;cantabria;39;12,1;9;15,2
2013;may;cantabria;39;12,3;9,9;14,6
2013;jun;cantabria;39;15,4;13,1;17,8
2013;jul;cantabria;39;20,6;17,9;23,2
2013;ago;cantabria;39;20;17,3;22,7
2013;sep;cantabria;39;19,2;16,3;22,2
2013;oct;cantabria;39;18,4;15;21,8
2013;nov;cantabria;39;12,7;10,5;14,9
2013;dic;cantabria;39;11,5;8,6;14,3
2014;ene;cantabria;39;11,8;9,1;14,4
2014;feb;cantabria;39;11,2;7,7;14,7
2014;mar;cantabria;39;11,5;8,6;14,3
2014;abr;cantabria;39;13,9;11,2;16,6
2014;may;cantabria;39;14,2;11,4;16,9
2014;jun;cantabria;39;18,2;15,4;20,9
2014;jul;cantabria;39;19,8;17,2;22,3
2014;ago;cantabria;39;20,5;17,4;23,5
2014;sep;cantabria;39;21;17,9;24,1
2014;oct;cantabria;39;19,3;15,7;22,8
2014;nov;cantabria;39;14,8;12,2;17,5
2014;dic;cantabria;39;10,9;8,9;13
2015;ene;cantabria;39;10,3;7,6;12,9
2015;feb;cantabria;39;8,8;6,2;11,3
2015;mar;cantabria;39;10,6;8,2;13
2015;abr;cantabria;39;14,1;11,1;17,2
2015;may;cantabria;39;15,7;12,8;18,5
2015;jun;cantabria;39;17,9;15,3;20,6
2015;jul;cantabria;39;20,7;17,6;23,8
2015;ago;cantabria;39;20,3;16,9;23,7
2015;sep;cantabria;39;17,6;14,6;20,7
2015;oct;cantabria;39;16,6;13,2;20
2015;nov;cantabria;39;15,2;12,3;18,1
2015;dic;cantabria;39;14,7;11,6;17,9
2000;ene;castellon;12;8,9;4,3;13,4
2000;feb;castellon;12;13,3;7,7;18,8
2000;mar;castellon;12;14;8,9;19,1
2000;abr;castellon;12;16,4;11,4;21,5
2000;may;castellon;12;20;15,5;24,5
2000;jun;castellon;12;23,1;18,3;27,8
2000;jul;castellon;12;25;20,5;29,4
2000;ago;castellon;12;25,7;21,1;30,3
2000;sep;castellon;12;23,2;18,3;28
2000;oct;castellon;12;18,7;14,5;23
2000;nov;castellon;12;14,3;9,9;18,7
2000;dic;castellon;12;12,6;8,2;16,9
2001;ene;castellon;12;13;8,6;17,4
2001;feb;castellon;12;11,8;7;16,6
2001;mar;castellon;12;17,4;11,9;22,9
2001;abr;castellon;12;16,8;11,8;21,7
2001;may;castellon;12;19,5;14,7;24,3
2001;jun;castellon;12;23,4;18,7;28,2
2001;jul;castellon;12;25,3;20,7;29,9
2001;ago;castellon;12;26,8;22,6;31,1
2001;sep;castellon;12;22,9;18,7;27
2001;oct;castellon;12;20,8;16,5;25
2001;nov;castellon;12;12,9;8,8;17
2001;dic;castellon;12;9,8;5,5;14,1
2002;ene;castellon;12;11,2;7;15,5
2002;feb;castellon;12;12,8;7,5;18
2002;mar;castellon;12;14,6;10;19,1
2002;abr;castellon;12;15,8;11,2;20,4
2002;may;castellon;12;17,9;13,4;22,3
2002;jun;castellon;12;23,4;18,2;28,7
2002;jul;castellon;12;25,1;20,6;29,6
2002;ago;castellon;12;24,4;20,2;28,6
2002;sep;castellon;12;22,9;18,5;27,4
2002;oct;castellon;12;19,7;14,9;24,5
2002;nov;castellon;12;15,8;11;20,7
2002;dic;castellon;12;13,5;9,6;17,4
2003;ene;castellon;12;11,4;6,9;15,8
2003;feb;castellon;12;10,9;6,8;14,9
2003;mar;castellon;12;13,7;8,8;18,5
2003;abr;castellon;12;16,2;11,3;21
2003;may;castellon;12;19,6;15;24,2
2003;jun;castellon;12;26,5;21,4;31,5
2003;jul;castellon;12;27,4;23;31,7
2003;ago;castellon;12;28,1;22,8;33,4
2003;sep;castellon;12;23,2;18,9;27,5
2003;oct;castellon;12;18,6;14,8;22,5
2003;nov;castellon;12;15,3;11,5;19,2
2003;dic;castellon;12;11,9;7,6;16,1
2004;ene;castellon;12;13;7,8;18,2
2004;feb;castellon;12;10,9;6,8;15
2004;mar;castellon;12;12,2;8,4;16,1
2004;abr;castellon;12;15,2;10,1;20,2
2004;may;castellon;12;18,1;13,5;22,8
2004;jun;castellon;12;24;19,1;28,8
2004;jul;castellon;12;25,6;21,1;30,2
2004;ago;castellon;12;27,2;22,6;31,8
2004;sep;castellon;12;24,2;20;28,5
2004;oct;castellon;12;20,8;16;25,6
2004;nov;castellon;12;14;9,6;18,4
2004;dic;castellon;12;12;8,3;15,7
2005;ene;castellon;12;9,8;4,6;15
2005;feb;castellon;12;9,5;4,7;14,2
2005;mar;castellon;12;12,9;8,3;17,6
2005;abr;castellon;12;16,3;11;21,6
2005;may;castellon;12;19,9;15;24,9
2005;jun;castellon;12;24,9;20;29,8
2005;jul;castellon;12;26,4;22,1;30,8
2005;ago;castellon;12;25,4;20,8;30
2005;sep;castellon;12;22,7;17,7;27,7
2005;oct;castellon;12;19,8;15,5;24,1
2005;nov;castellon;12;13,7;9,5;18
2005;dic;castellon;12;10,4;5,9;15
2006;ene;castellon;12;9,9;6,2;13,5
2006;feb;castellon;12;10,7;5,9;15,4
2006;mar;castellon;12;15,3;10,4;20,1
2006;abr;castellon;12;17,5;12,8;22,2
2006;may;castellon;12;20,2;15,4;25
2006;jun;castellon;12;23,1;18,7;27,5
2006;jul;castellon;12;27,2;22,5;31,9
2006;ago;castellon;12;25,7;21,1;30,4
2006;sep;castellon;12;23,7;19,2;28,1
2006;oct;castellon;12;21,2;16,6;25,8
2006;nov;castellon;12;16,5;12,7;20,4
2006;dic;castellon;12;11,7;7,4;16
2007;ene;castellon;12;11,3;6,9;15,8
2007;feb;castellon;12;13,9;9,1;18,7
2007;mar;castellon;12;14,3;9,2;19,4
2007;abr;castellon;12;16,3;11,8;20,7
2007;may;castellon;12;20,5;15,3;25,7
2007;jun;castellon;12;23,5;18,8;28,2
2007;jul;castellon;12;25,6;21;30,2
2007;ago;castellon;12;25,7;21,4;30
2007;sep;castellon;12;22,9;18,6;27,2
2007;oct;castellon;12;18,7;14,6;22,8
2007;nov;castellon;12;13,2;8,3;18,2
2007;dic;castellon;12;11,4;7,1;15,7
2008;ene;castellon;12;12;7,2;16,8
2008;feb;castellon;12;12,6;8,8;16,5
2008;mar;castellon;12;14,4;9,2;19,7
2008;abr;castellon;12;17,1;12,1;22,1
2008;may;castellon;12;18,5;14,5;22,6
2008;jun;castellon;12;22,5;17,9;27,1
2008;jul;castellon;12;25,6;21,4;29,8
2008;ago;castellon;12;26,3;22,1;30,4
2008;sep;castellon;12;22,8;18,5;27
2008;oct;castellon;12;18,7;14,9;22,5
2008;nov;castellon;12;13;8,3;17,7
2008;dic;castellon;12;10,3;6;14,6
2009;ene;castellon;12;10,3;6,1;14,6
2009;feb;castellon;12;11,3;6,5;16
2009;mar;castellon;12;13,2;8,4;17,9
2009;abr;castellon;12;15,4;10,7;20,2
2009;may;castellon;12;20,1;15,4;24,9
2009;jun;castellon;12;24,2;19,5;28,9
2009;jul;castellon;12;26,3;22,2;30,4
2009;ago;castellon;12;26,8;22,3;31,2
2009;sep;castellon;12;22,8;18,6;27
2009;oct;castellon;12;20,3;15,9;24,7
2009;nov;castellon;12;16,4;11,7;21,1
2009;dic;castellon;12;11,8;7,6;16,1
2010;ene;castellon;12;10,1;6,2;14
2010;feb;castellon;12;11;6,5;15,5
2010;mar;castellon;12;12,2;7,8;16,7
2010;abr;castellon;12;15,6;11,1;20,1
2010;may;castellon;12;18,3;13,1;23,4
2010;jun;castellon;12;22,4;17,8;27,1
2010;jul;castellon;12;26,8;22,6;31,1
2010;ago;castellon;12;25,9;21,5;30,3
2010;sep;castellon;12;23,3;18,8;27,9
2010;oct;castellon;12;18,4;13,7;23
2010;nov;castellon;12;13,9;9,3;18,5
2010;dic;castellon;12;10,5;6,4;14,5
2011;ene;castellon;12;10,2;5,7;14,6
2011;feb;castellon;12;12,3;7,6;17
2011;mar;castellon;12;13,2;9,2;17,3
2011;abr;castellon;12;17,5;12,9;22,1
2011;may;castellon;12;20,3;15,6;25
2011;jun;castellon;12;22,5;18;27,1
2011;jul;castellon;12;25,2;21,1;29,2
2011;ago;castellon;12;26,5;22;30,9
2011;sep;castellon;12;24,4;19,5;29,3
